Name,Age,Nationality,Potential,Club,International Reputation,Weak Foot,Skill Moves,Body_Type,Attacking_Work_Rate,Defensive_Work_Rate,CB,CDM,CF,CM,GK,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RES,RF,RM,RS,RW,RWB,ST,SUB,BMI,Age_Group,Value_to_Potential
22 R. Kida,23,62.05960264900737,68,62.00794195461505,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.9572742022715,0,9191.176470588236
21 R. Martínez,17,62.066326560430504,74,64.42390518011341,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.61728395061728,2,4729.72972972973
Z. Romero,22,66.84351713859911,74,63.36990922281085,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.819404547773097,0,24324.324324324323
B. Sunderland,19,60.60498220641852,68,62.53099733516672,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.498173849525198,2,3235.294117647059
22 N. Raj,20,51.946337283508086,60,58.41098895007286,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.20408163265306,2,2166.6666666666665
22 N. Franco,19,66.84351713859911,74,63.80487672239932,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.93948099205209,2,10135.135135135135
D. Taşkan,22,62.149019607919676,73,63.2530583477573,1.0,3.0,4.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.661438615467823,0,21917.80821917808
V. Costache,23,58.657777783679684,72,62.04704286875844,1.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.243801652892564,0,20833.333333333332
N. Geyrhofer,22,63.636842094577204,73,63.064361702127655,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.785875961973744,0,21917.80821917808
D. Wright,27,61.01479046836483,62,61.71118188998001,1.0,3.0,3.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.53061224489796,0,6048.387096774193
D. Davas,24,62.149019607919676,65,62.41650544539667,1.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.49134948096886,0,5769.2307692307695
21 A. Ugelvik,18,60.14644351564082,66,61.8010853754903,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.449340844748203,2,3030.3030303030305
A. Arigoni,23,61.72667040085065,69,59.88108378399876,1.0,2.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.629489603024574,0,9782.608695652174
R. Bozinovski,17,58.53216508417798,67,60.442632670753575,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.720438370810918,2,2537.313432835821
F. Seiwald,21,63.636842094577204,71,61.329974838570024,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.37120869171571,2,14084.507042253521
N. Orellana,26,61.02175681842703,68,61.15747876877211,1.0,2.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.530864197530864,0,17647.058823529413
22 Igor,23,70.6844547563805,72,64.67384021098255,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.79035792549306,0,19444.444444444445
21 L. Estupiñán,21,63.19097222222265,69,63.3483943138874,1.0,2.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.837370242214536,2,7971.014492753623
S. Faraj,20,68.67776495164934,69,62.201934852180116,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.199469763918696,2,5072.463768115942
C. Antoine,30,63.453194441490034,64,64.21722150086515,1.0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.929223431375238,0,8984.375
21 J. González,19,62.46376811594901,65,61.47099554171542,1.0,1.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.959094229364496,2,2615.3846153846152
F. Boya,26,66.72209730430991,72,62.5561667130866,1.0,4.0,2.0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37673130193906,0,20833.333333333332
D. Becker,22,63.3562945368171,71,61.47374632273189,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.22000905387053,0,15492.957746478873
S. Muroya,28,62.05960264900737,69,64.15486284738529,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.59814049586777,0,18840.579710144928
Aimar Oroz,20,67.33545108005083,77,65.16810520618986,1.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.301094832264035,2,18181.81818181818
21 S. Kınalı,21,62.149019607919676,68,65.04890296433776,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.198315069747565,2,8088.235294117647
N. De la Cruz,25,64.93636363636358,79,68.9661211391531,1.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.306680053067517,0,208860.7594936709
F. de Jong,25,64.91292875989446,92,75.3102442472674,3.0,3.0,4.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.839506172839506,0,1266304.347826087
O. Ntcham,26,66.25481481481482,72,62.785062359906846,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.691358024691358,0,30555.555555555555
F. Beijmo,24,59.94615384628343,75,63.738014680742296,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.702162099664697,0,28000.0
Josué,31,68.82156133820642,72,63.83980498700028,1.0,2.0,4.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.460034350640772,1,26388.88888888889
M. Mahmoud,22,64.7988920103793,66,59.88108378399876,1.0,2.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.343809494085704,0,6439.393939393939
N. Sheppard,21,60.63930181032972,72,60.26705852205278,1.0,3.0,1.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.743383742911153,2,6250.0
21 Y. Boli,26,65.76345303954568,74,69.1328409415945,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.808797045267237,0,0.0
21 C. Pizarro,20,61.02175681842703,59,61.15747876877211,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.59814049586777,2,1694.915254237288
G. Koutsias,18,66.01976736449477,81,66.08099153060482,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.830703194041156,2,18518.51851851852
22 M. Rijks,18,64.91292875989446,74,63.76544281853391,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.604938271604937,2,10472.972972972973
A. Bettaieb,25,64.7988920103793,71,63.2530583477573,1.0,4.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.03875236294896,0,18309.859154929578
Ö. Beyaz,18,62.149019607919676,79,62.99225968735737,1.0,3.0,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.229061933586404,2,17721.518987341773
Abdu Conté,24,68.82156133820642,76,63.57355858420594,1.0,2.0,3.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.694018931589476,0,35526.31578947369
D. Méndez,31,62.316666786185394,66,63.70010990341101,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.32943754565376,1,6818.181818181818
M. Suárez,34,66.84351713859911,77,68.9661211391531,2.0,4.0,4.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.395413419331717,1,64935.06493506493
N. Fogaça,23,70.6844547563805,71,63.6132805857214,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.04002019946976,0,16901.408450704224
22 S. Rojas,21,63.24892703869952,66,63.09239085987227,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.79035792549306,2,6060.606060606061
22 D. Agbontohoma,19,61.01479046836483,64,62.84467406734889,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.545706371191137,2,2968.75
M. Traore,19,66.44953844859191,69,64.74501302968537,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.528921627822726,2,3985.5072463768115
22 D. Gölpek,25,64.91292875989446,60,63.249974851471805,1.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.991689750692522,0,4583.333333333333
22 Sebá,29,70.6844547563805,72,63.16929242506081,1.0,3.0,3.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.03840115928028,0,31944.444444444445
L. Kunze,24,63.3562945368171,70,61.700407863810796,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.83589485176787,0,15714.285714285714
L. Rieß,20,63.3562945368171,75,67.48197533562711,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.87152777777778,2,9333.333333333334
C. Eiting,24,64.91292875989446,76,63.160231783163624,1.0,4.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.724403484408533,0,32894.73684210526
Leôncio Lobeiro,22,70.6844547563805,70,66.50277695121247,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.783308885490467,0,27142.85714285714
20 Samu Corral,27,67.33545108005083,59,62.1392335311584,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.92485822306238,0,2881.35593220339
Ó. Romero,29,63.01687763726706,76,68.25622394524282,1.0,4.0,4.0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.889462809917354,0,98684.21052631579
O. Wojciechowski,17,59.81679389323986,73,60.79871674704407,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.857142857142858,2,3424.6575342465753
22 Víctor Sanchís,20,67.33545108005083,71,62.328790842877254,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.395413419331717,2,7042.2535211267605
Ž. Laci,19,66.72958542510514,80,65.73367202359162,1.0,3.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.447567845806283,2,28750.0
Mao Kaiyu,31,52.237735849311704,52,59.662898201236814,1.0,3.0,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.888440980620498,1,961.5384615384615
C. Lykogiannis,28,66.01976736449477,73,66.48936170212765,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.099722991689752,0,38356.16438356164
A. Karimi,28,64.47800984127412,64,63.6371356670923,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08254200146092,0,9375.0
22 E. Andrada,30,66.84351713859911,79,64.3526346790888,1.0,3.0,1.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25624402168137,0,145569.62025316455
22 J. Stafford,18,61.01479046836483,63,56.17156268689598,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.23355301190889,2,3492.063492063492
C. Obando,26,63.19097222222265,65,63.673842717566274,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.61810377477591,0,8461.538461538461
22 K. Morton,27,60.60498220641852,59,61.71118188998001,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.087868130688072,0,2203.3898305084745
D. Kamada,25,62.05960264900737,82,68.74803520918654,2.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.448015122873343,0,323170.73170731706
20 Rômulo,32,67.14691943127963,75,63.44215770368418,1.0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.724403484408533,1,66666.66666666667
21 Charlie,21,67.33545108005083,74,63.20489775739296,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.148148148148145,2,9459.45945945946
M. Tijani,24,65.76345303954568,74,65.24521106894271,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.746944318696244,0,28378.37837837838
J. Barco,25,63.24892703869952,70,63.286078672763004,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.836734693877553,0,17142.85714285714
L. Spinazzola,29,67.14691943127963,82,70.52457758226807,3.0,4.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.678806798473808,0,329268.2926829268
21 J. Pucheta,17,66.84351713859911,73,64.33936170212766,1.0,3.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.441802087462015,2,7876.712328767123
S. Larsson,37,59.94615384628343,72,62.738319877452454,1.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.093170054286073,1,10416.666666666666
F. Moreira,33,64.93636363636358,65,63.50171818981583,1.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.929223431375238,1,5384.615384615385
22 A. Vera,17,62.46376811594901,75,62.298702242733484,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.959094229364496,2,7000.0
N. Capaldo,23,66.84351713859911,80,67.0047498651281,1.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.301094832264035,0,62500.0
J. Geusens,20,63.676616911317716,77,64.26893213692239,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.205989773557338,2,15584.415584415585
L. Rosenlöcher,21,63.3562945368171,70,62.91491109544724,1.0,3.0,2.0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.589835468362743,2,7500.0
22 F. Ezeh,23,68.00821291965507,72,65.38403734956051,1.0,5.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.889462809917354,0,25000.0
20 W. Ramírez,18,64.14479637866177,69,62.048341501954575,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.224489795918366,2,2173.913043478261
22 T. Hiraoka,18,62.05960264900737,71,61.20749721351517,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.971335857220122,2,7394.366197183099
Joelinton,25,70.6844547563805,78,66.9463710329927,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.413111342351716,0,96153.84615384616
A. Hartigan,22,61.01479046836483,70,60.6934528831833,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.461936624163616,0,13214.285714285714
M. Akliouche,20,66.25481481481482,80,70.657849320808,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.571428571428573,2,21250.0
Cédric,30,68.82156133820642,75,71.10542411563202,2.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.647376960519203,0,64000.0
P. Koopmeiners,22,64.91292875989446,76,66.02516351895116,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.79035792549306,0,18421.052631578947
F. Prado,21,64.93636363636358,72,67.3692207441313,1.0,2.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.529411764705884,2,18055.555555555555
O. Jebali,22,64.7988920103793,69,60.79871674704407,1.0,3.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.353714661406972,0,7608.695652173913
22 N. Koulis,22,63.3562945368171,63,63.7071752678008,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.877405702193368,0,4365.079365079365
22 D. Gueye,25,66.44953844859191,62,69.04373215411137,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.786458333333336,0,4838.709677419355
R. Rúnarsson,27,63.179176678080765,72,71.10542411563202,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.967857555786793,0,20833.333333333332
22 Huang Lei,18,52.237735849311704,62,56.16795533059748,1.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.53061224489796,2,1774.1935483870968
21 W. Essanoussi,16,64.91292875989446,75,61.92320060792801,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.093170054286073,2,7333.333333333333
L. Cooper,30,61.40113024391227,76,69.32016280602635,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.875632703251448,0,78947.36842105263
A. Ousou,22,59.94615384628343,77,67.62332641617166,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.54595907041276,0,42857.142857142855
D. Zakaria,25,61.72667040085065,86,72.72777081950721,2.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.20333872426743,0,401162.79069767444
Pablo Sarabia,30,67.33545108005083,81,73.79183933244036,2.0,4.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.120623596247853,0,308641.97530864197
M. Uzuni,27,65.49623404530803,75,65.57649206347176,1.0,3.0,4.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.199469763918696,0,80000.0
22 J. Micolta,19,64.14479637866177,68,62.52383301377282,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.25501863821347,2,6617.64705882353
Y. Sommer,33,61.72667040085065,85,68.63682634883519,3.0,4.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.589835468362743,1,205882.35294117648
22 P. Johansen,17,60.14644351564082,71,61.54873747692477,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.513858510523864,2,2816.9014084507044
A. Musrati,26,64.0342564105614,83,67.3178546771477,1.0,2.0,2.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23563170124017,0,265060.2409638554
D. Calvert-Lewin,25,61.01479046836483,84,69.24274647113855,2.0,2.0,3.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.303697560696612,0,351190.4761904762
A. Aventisian,19,66.01976736449477,74,62.429931231383044,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.647376960519203,2,10135.135135135135
G. Horton,20,61.01479046836483,70,61.33875703334288,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.068809416025353,2,6428.571428571428
J. Sambia,25,66.25481481481482,77,65.4489204906713,1.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.32943754565376,0,50649.35064935065
D. Vogt,21,63.3562945368171,67,60.739308305772035,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.23563170124017,2,7462.686567164179
21 N. S'rifi,19,63.676616911317716,66,61.92320060792801,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.183673469387756,2,5303.030303030303
21 Ibra Pérez,18,67.33545108005083,78,64.57006584872232,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.408786769347305,2,12820.51282051282
J. Drommel,25,64.91292875989446,78,68.97168295565834,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.161722462347985,0,46153.846153846156
Paulo Estrela,23,68.82156133820642,75,64.67384021098255,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.571047501795427,0,30666.666666666668
Matías Cedrés,22,67.33545108005083,70,64.57006584872232,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.148148148148145,0,7857.142857142857
S. Spierings,26,64.91292875989446,75,65.29728382426816,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.735308416025617,0,37333.333333333336
20 A. McCreadie,18,61.01479046836483,67,61.46525930650509,1.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.849776597029344,2,1492.5373134328358
20 J. Galloway,17,61.40113024391227,75,69.32016280602635,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.120623596247853,2,1733.3333333333333
N. Milanovic,20,58.53216508417798,62,60.442632670753575,1.0,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.205989773557338,2,3870.967741935484
